tax_code,name,name_slug,company_type,address,district,industry_raw,keyword
315290609,CÔNG TY TNHH LINHKIENDIENTU TRẦN TRUNG,CÔNG TY TNHH LINHKIENDIENTU TR,Công ty trách nhiệm hữu hạn một thành viên,"191/4A Tây Hòa, Khu Phố 2, Phường Phước Long A, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,"3313: Sửa chữa thiết bị điện tử và quang học-(không gia công cơ khí, tái chế phế thải, xi mạ điện tại trụ sở);3314: Sửa chữa thiết bị điện-(không gia công cơ khí, tái chế phế thải, xi mạ điện tại trụ ",dien tu
