tax_code,name,name_slug,company_type,address,district,industry_raw,keyword
314013793,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THẠCH NGỌC,CÔNG TY TNHH THƯƠNG MẠI DỊCH V,Công ty trách nhiệm hữu hạn một thành viên,"225/21A Nguyễn Đình Chiểu, Phường 05, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Quận 3,"5229: Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải-chi tiết: dịch vụ giao nhận hàng hóa;4722: Bán lẻ thực phẩm trong các cửa hàng chuyên doanh-chi tiết: bán lẻ bánh, kẹo;4741: Bán lẻ máy vi tín",may photo
