tax_code,name,name_slug,company_type,address,district,industry_raw,keyword
316791735,CÔNG TY TNHH CÔNG NGHỆ LAPTRINHJAVAWEB,CÔNG TY TNHH CÔNG NGHỆ LAPTRIN,Công ty trách nhiệm hữu hạn một thành viên,"20/1B Võ Văn Hát, Phường Long Trường, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,"7410: Hoạt động thiết kế chuyên dụng-Chi tiết: Thiết kế trang web, thiết kế tạo mẫu;4610: Đại lý, môi giới, đấu giá hàng hóa-Chi tiết: Đại lý, môi giới (Trừ môi giới bất động sản);6202: Tư vấn máy vi ",lap trinh
