tax_code,name,name_slug,company_type,address,district,industry_raw,keyword
313708249,CÔNG TY TNHH DỊCH VỤ – THƯƠNG MẠI THE BENEFIT SOLUTION,CÔNG TY TNHH DỊCH VỤ  THƯƠNG,Công ty trách nhiệm hữu hạn hai thành viên trở lên,"83/8B Nguyễn Văn Quá, phường Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Quận 12,"0145: Chăn nuôi lợn-(không hoạt động tại trụ sở);0146: Chăn nuôi gia cầm-(không hoạt động tại trụ sở);4669: Bán buôn chuyên doanh khác chưa được phân vào đâu-Chi tiết: 
- Bán buôn thuốc thú y
- Bán bu",it solution
313623098,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ VIỆT IT SOLUTIONS,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘ,Công ty trách nhiệm hữu hạn một thành viên,"Văn Phòng số 4.01, Tầng 4, Khu I, Tòa nhà The Prince Residence, 19 - 21 Nguyễn Văn Trỗi, Phường 12, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Quận Phú Nhuận,"6201: Lập trình máy vi tính-;6311: Xử lý dữ liệu, cho thuê và các hoạt động liên quan-;6209: Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính-;6202: Tư vấn máy vi tính v",it solution
314701574,CÔNG TY TNHH IMAGINE IT SOLUTIONS VN,CÔNG TY TNHH IMAGINE IT SOLUTI,Công ty trách nhiệm hữu hạn một thành viên,"Tầng 3, Tòa nhà The Vista, 628C Xa Lộ Hà Nội , Phường An Phú, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",Quận 2,"6202: Tư vấn máy vi tính và quản trị hệ thống máy vi tính-Chi tiết: 
Dịch vụ tư vấn liên quan tới lắp đặt phần cứng máy tính. (CPC: 841)
Dịch vụ duy tu và bảo dưỡng máy móc và thiết bị văn phòng, bao ",it solution
315745704,CÔNG TY TNHH SENVANG IT SOLUTIONS,CÔNG TY TNHH SENVANG IT SOLUTI,Công ty trách nhiệm hữu hạn một thành viên,"62 Nguyễn Bá Tuyển, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Quận Tân Bình,6202: Tư vấn máy vi tính và quản trị hệ thống máy vi tính-Chi tiết: Tư vấn máy vi tính cho khách hàng nước ngoài (CPC 842);6209: Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy,it solution
315848361,CÔNG TY TNHH NEXT GEN IT SOLUTIONS,CÔNG TY TNHH NEXT GEN IT SOLUT,Công ty trách nhiệm hữu hạn một thành viên,"488 Lê Văn Lương, ấp 3, Xã Phước Kiển, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,"4649: Bán buôn đồ dùng khác cho gia đình-Chi tiết: Buôn bán sách, báo, tạp chí, văn phòng phẩm;4761: Bán lẻ sách, báo, tạp chí văn phòng phẩm trong các cửa hàng chuyên doanh-(có nội dung được phép lưu",it solution
315561263,CÔNG TY TNHH BKIT SOLUTION,CÔNG TY TNHH BKIT SOLUTION,Công ty trách nhiệm hữu hạn một thành viên,"57/19 Lê Đức Thọ, Phường 7, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Quận Gò Vấp,"6209: Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính-;6311: Xử lý dữ liệu, cho thuê và các hoạt động liên quan-;6312: Cổng thông tin-Chi tiết: Thiết lập trang thông ti",it solution
